ID,TR,EN,DE,RU,GLUTEN,MILK,EGG,FISH
1082,FESLEĞEN DANA ET SALAT,BEEF SALAD WITH BASIL,RINDFLEISCH-SALAT MIT BASILIKUM,ГОВЯЖИЙ САЛАТ С БАЗИЛИКОМ,0,0,0,0
1083,FESLEĞEN SOSU,BASIL SAUCE,BASILIKUM-SOSSE,БАЗАЛАКОВЫЙ СОУС,0,0,0,0
1084,FILE WELLINGTON,BEEF WELLINGTON ,FILET WELLINGTON,"ФИЛЕ "" ВЕЛИНГТОН""",0,0,0,0
1085,FINDIK LAHMACUN,TRADITIONAL TURKISH THIN BREAD WITH NUTS,FINDIK LAHMACUN,ОРЕХОВЫЙ БЛИН,0,0,0,0
1086,FINDIKLI ENGİNAR ÇORBASI,ARTICHOKE SOUP WITH NUTS,ARTISCHOCKEN-SUPPE MIT NÜSSEN,АРТИШОКОВЫЙ СУП С ОРЕХАМИ,0,0,0,0
1087,FIRIN MAKARNA,OVEN BAKED PASTA,ÜBERBACKENE NUDELN,ЗАПЕЧЕННЫЕ МАКАРОНЫ,0,0,0,0
1088,FIRIN SÜTLAÇ,MILK RICE PUDDING,GRATINIERTER MILCH-DESSERT,ЗАПЕЧЕННЫЙ МОЛОЧНЫЙ ДЕСЕРТ,0,0,0,0
1089,FISTIKLI DÜRÜM,ROULADES OF SWEET VERMICELLI,ROULADEN AUS SÜSSEN FADENNUDELN,РУЛЕТ ИЗ СЛАДКОЙ ВЕРМИШЕЛИ,0,0,0,0
1090,FISTIKLI ISPANAK,SPINACH WITH NUTS,SPINAT MIT NÜSSEN,ШПИНАТ С ОРЕХАМИ,0,0,0,0
1091,FISTIKLI PUDDİNG,PUDDING WITH PISTACHIO,PISTAZIEN-PUDDING,ОРЕХОВЫЙ ПУДИНГ,0,0,0,0
1092,FOLYO PATATES,BAKED POTATOES IN FOIL,FOLIEN-KARTOFFELN,КАРТОШКА ,0,0,0,0
1093,FRANSİZ TAVUK SALAT,FRENCH CHICKEN SALAD,FRANZÜSISCHER HÜHNCHEN-SALAT,ФРАНЦУЗСКИЙ КУРИННЫЙ САЛАТ ,0,0,0,0
1094,FRENCH SOS,FRENCH SAUCE,FRANZÜSISCHE SOSSE,ФРАНЦУЗСКИЙ СОУС,0,0,0,0
1095,FÜME BALIK,SMOKED FISH,RÄUCHER-FISCH,КОПЧЕННАЯ РЫБА,0,0,0,0
1096,GNOCCHİ PESTO,GNOCCHI PESTO,GNOCCHI PESTO,ГНОЧЧИ ПЕСТО,0,0,0,0
1097,GÖZLEME VE AYRAN,TURKISH PANCAKES AND YOGHURT DRINK,GÖZLEME UND AYRAN,БЛИНЫ С АЙРАНОМ,0,0,0,0
1098,GULAŞ ÇORBA,GOULASH,GULASCH,ГУЛЯШ  ,0,0,0,0
1099,GULAŞ ÇORBASI (EKŞİ KREMA),GOULASH SOUP WITH SOUR CREAM,GULASCH-SUPPE,ГУЛЯШНЫЙ СУП,0,0,0,0
1100,GÜLLAÇ,MILK DESSERT,MILCH-DESSERT,МОЛОЧНЫЙ ДЕСЕРТ,0,0,0,0
1101,HAMBURGER,HAMBURGER,HAMBURGER,ГАМБУРГЕР,0,0,0,0
1102,SADE HAMSİ,ANCHOVY,SARDELLEN,АНЧОУСЫ,0,0,0,0
1103,HARDAL SOSLU HİNDİ,TURKEY WITH MUSTARD SAUCE,TRUTHAHN MIT SENF-SOSSE,ИНДЕЙКА В ГОРЧИЧНОМ СОУСЕ,0,0,0,0
1104,HARDAL SOSLU PATATES SALAT,POTATO SALAD WITH MUSTARD SAUCE,KARTOFFEL-SALAT MIT SENF-SOSSE,КАРТОФЕЛЬНЫЙ САЛАТ С МАЙОНЕЗОМ,0,0,0,0
1105,HARDALLI YEŞİL SOĞAN,SPRING ONIONS WITH MUSTARD SAUCE,FRÜHLINGS-ZWIEBELN MIT SENF-SOSSE,ЗЕЛЕНЫЙ ЛУК С МАЙОНЕЗОМ,0,0,0,0
1106,HASANPAŞA KÖFTESİ,MEATBALLS 'HASAN PASHA',FRIKADELLEN 'HASAN PASCHA',"ФРИКАДЕЛЬКИ ""ХАСАН ПАША""",0,0,0,0
1107,HAŞLAMA ET SALAT,COOKED MEAT SALAD,SALAT AUS KOCHFLEISCH,САЛАТ ИЗ ВАРЕННОГО МЯСА,0,0,0,0
1108,HAŞLAMA PİLİÇ BUDU,BOILED CHICKEN,GEKOCHTES HUHN,ВАРЕНАЯ КУРИЦА,0,0,0,0
1109,HAŞLANMIŞ PATATES,BOILED POTATOES,GEKOCHTE KARTOFFELN,ВАРЕНАЯ КАРТОШКА,0,0,0,0
1110,HAVUÇ,CARROTS,KAROTTEN,МОРКОВЬ,0,0,0,0
1111,HAVUÇ ÇORBASI,CARROT SOUP,KAROTTEN-SUPPE,МОРКОВНЫЙ СУП,0,0,0,0
1112,HAVUÇ PİLAKİ,PILAKI OF CARROTS,PILAKI AUS KAROTTEN (MIT OLIVEN-ÖL),ПИЛАКИ ИЗ МОРКОВИ,0,0,0,0
1113,HAVUÇ SOTE,SAUTEED CARROTS,SAUTIERTE KAROTTEN,СОТЕ ИЗ МОРКОВИ,0,0,0,0
1114,HAVUÇ TARATOR,TARATOR OF CARROTS,TARATOR AUS KAROTTEN,ТАРАТОР ИЗ МОРКОВИ,0,0,0,0
1115,HAVUÇ VICHY,CARROTS 'VICHY',KAROTTEN 'VICHY',"МОРКОВЬ "" ВИЧИ""",0,0,0,0
1116,HAVUÇLU CİĞER SARMA,FILLED LIVER WITH CARROTS,GEFÜLLTE LEBER MIT KAROTTEN,ПЕЧЕНКА ЗАПРАВЛЕННАЯ МОРКОВЬЮ,0,0,0,0
1117,HAVUÇLU MİDYE SALATASI,MUSSEL SALAD WITH CARROTS,MUSCHEL-SALAT MIT KAROTTEN,САЛАТ ИЗ МИДИЙ С МОРКОВЬЮ,0,0,0,0
1118,HAVUÇLU PİRİNÇLİ İSPANAK,SPINACH WITH RICE AND CARROT,SPINAT MIT REIS UND KAROTTEN,ШПИНАТ С РИСОМ И МОРКОВЬЮ,0,0,0,0
1119,HAWAİ TOST,TOAST HAWAII,TOAST HAWAII,"ТОСТ ""ГАВАИ""",0,0,0,0
1120,HAYDARİ,YOGURT WITH MINT,JOGHURT MIT PFEFFERMINZ,КЕФИР С МЯТОЙ,0,0,0,0
1121,HİBEŞ,SESAME OIL WITH RED CHILLI,SESAM-ÖL MIT ROTEM CHILI,"МАСЛО ""СЕЗАМ"" С КРАНЫМ ПЕРЦЕМ",0,0,0,0
1122,HİNDİ A LA LİMON,TURKEY WITH LEMON SAUCE,TRUTHAHN MIT ZITRONEN-SOSSE,ИНДЕЙКА С ЛИМОНОМ,0,0,0,0
1123,HİNDİ BUD GULAŞ,TURKEY GOULASH,TRUTHAHN-GULASCH,ГУЛЯШ ИЗ ИНДЕЙКИ,0,0,0,0
1124,HİNDİ BUD KAVURMA,BRAISED TURKEY,GEDÜNSTETER TRUTHAHN,ТУШЕННАЯ ИНДЕЙКА,0,0,0,0
1125,HİNDİ BUD STEW,TURKEY STEW,TRUTHAHN-STEW,ТУШЕНКА ИЗ ИНДЕЙКИ,0,0,0,0
1126,HİNDİ BUD TAZE BAHARATLI,TURKEY WITH FRESH HERBS,TRUTHAHN MIT FRISCHEN KRÄUTERN,ИНДЕЙКА СО СВЕЖИМ САЛАТОМ,0,0,0,0
1127,HİNDİ BÜTÜN DOLMA,STUFFED TURKEY,GEFÜLLTER TRUTHAHN,ФАРШИРОВАННАЯ ИНДЕЙКА,0,0,0,0
1128,HİNDİ ÇİFTLİK KEBAP,KEBAP OF TURKEY,TRUTHAHN-KEBAP,КЕБАБ ИЗ ИНДЕЙКИ,0,0,0,0
1129,HİNDİ FRİKASE,FRIKASSEE OF TURKEY,TRUTHAHN-FRIKASSEE,ФРИКАСЕ ИЗ ИНДЕЙКИ,0,0,0,0
1130,HİNDİ GÖĞSÜ DOLMASI,STUFFED TURKEY BREAST,GEFÜLLTE HÜHNER-BRUST,ФАРШИРОВАННАЯ ГРУДИНКА ИНДЕЙКИ,0,0,0,0
1131,HİNDİ GÖĞÜSÜ,BREAST OF TURKEY,TRUTHAHN-BRUST,ГРУДИНКА ИНДЕЙКИ  ,0,0,0,0
1132,HİNDİ HAŞLAMA,COOKED TURKEY,GEKOCHTER TRUTHAHN,ВАРЕНАЯ ИНДЕЙКА,0,0,0,0
1133,HİNDİ KÖFTE,TURKEY MEAT BALLS,TRUTHAHN-'KÖFTE',КОТЛЕТЫ ИЗ ИНДЕЙКИ,0,0,0,0
1134,HİNDİ MEKSİKA,MEXICAN STYLE TURKEY,TRUTHAHN MEXIKANISCH,ИНДЕЙКА ПО МЕКСИКАНСКИ,0,0,0,0
1135,HİNDİ ORMAN KEBAP,"TURKEY ""FOREST"" KEBAB",TRUTHAHN-'KEBAP',КЕБАБ ИЗ ИНДЕЙКИ,0,0,0,0
1136,HİNDİ OSSOBUKO (MİLANEZ),TURKEY OSSOBUKO MILANESE STYLE,OSSOBUCCO VOM TRUTHAHN,АСОБУКО ИЗ ИНДЕЙКИ,0,0,0,0
1137,HİNDİ RAGU,RAGU OF TURKEY,TRUTHAHN-RAGOUT,РАГУ ИЗ ИНДЕЙКИ,0,0,0,0
1138,HİNDİ ROTİ,ROAST TURKEY,TRUTHAHN-BRATEN,ЖАРКОЕ ИЗ ИНДЕЙКИ,0,0,0,0
1139,HİNDİ SOSİS SALAT,TURKEY SAUSAGE SALAD,SALAT AUS TRUTHAHN-WURST,САЛАТ ИЗ СОСИСОК ИЗ ИНДЕЙКИ,0,0,0,0
1140,HİNDİ SOTE,SAUTEED TURKEY,SAUTIERTER TRUTHAHN,СОТЭ ИЗ ИНДЕЙКИ,0,0,0,0
1141,HİNDİ STEAK (KEKİK SOSLU),TURKEY STEAK,TRUTHAHN-STEAK,ФИЛЕ ИЗ ИНДЕЙКИ,0,0,0,0
1142,HİNDİ STROGANOW,TURKEY STROGANOFF,TRUTHAHN STROGANOW,БЕФСТРОГАНОВ ИЗ ИНДЕЙКИ,0,0,0,0
1143,HİNDİ ŞİŞ,TURKEY SHISH KEBAB,TRUTHAHN-SPIESSCHEN,ШАШЛЫК ИЗ ИНДЕЙКИ,0,0,0,0
1144,HİNDİ TOPKAPI,TURKEY 'TOPKAPI',TRUTHAHN 'TOPKAPI',"ИНДЕЙКА ""ТОПКАПЫ""",0,0,0,0
1145,HİNDİ ZÜRİCH,CREAMED TURKEY,TRUTHAHN-GESCHNETZELTES,ИНДЕЙКА ЗАЛИВНАЯ,0,0,0,0
1146,HUMUS,HUMUS,KICHERERBSEN-PÜREE ,ПЮРЕ ИЗ НУТА,0,0,0,0
1147,ICEBERGLİ AVOKADO SALAT,AVOCADO SALAD WITH ICEBERG LETTUCE,ICEBERG-SALAT MIT AVOCADO,"САЛАТ ""АЙСБЕРГ"" С АВОКАДО ",0,0,0,0
1148,İÇ PİLAV,RICE,REIS,ПЛОВ,0,0,0,0
1149,İÇLİ KÖFTE,FILLED 'KÖFTE',GEFÜLLTE 'KÖFTE',ФРИКАДЕЛИ,0,0,0,0
1150,İMAM BAYILDI,AUBERGINES FILLED WITH ONION,MIT ZWIEBELN GEFÜLLTE AUBERGINEN,ДЕМЬЯНКИ ЗАПРАВЛЕННЫЕ ЛУКОМ,0,0,0,0
1151,İNEGÖL,MEATBALLS 'INEGÖL',FRIKADELLEN 'INEGÖL',"ФРИКАДЕЛИ ""ИНЕГЕЛЬ""",0,0,0,0
1152,İRMİK,SEMOLINA,GRIESS,"ТУРЕЦКИЕ СЛАДОСТИ ""ИРМИК""",0,0,0,0
1153,ISKENDER DÖNER,DÖNER KEBAP WITH YOGURT & TOMATO SAUCE, 'DÖNER KEBAP' MIT JOGURT,МЯСО ПОЖАРЕННОЕ НА ВЕРТЕЛЕ С КЕФИРОМ,0,0,0,0
1154,ISPANAĞA SARILI CİĞER,LIVER COVERED BY SPINACH,LEBER IN SPINAT,ПЕЧЕНКА СО ШПИНАТОМ,0,0,0,0
1155,ISPANAK,SPINACH,SPINAT,ШПИНАТ,0,0,0,0
1156,ISPANAK EZME,PUREED SPINACH,PÜRIERTER SPINAT,ПЮРЕ ИЗ ШПИНАТА,0,0,0,0
1157,ISPANAK SALAT,SPINACH SALAD,SPINAT-SALAT,САЛАТ ИЗ ШПИНАТА,0,0,0,0
1158,ISPANAK SOTE,SAUTEED SPINACH,SAUTIERTER SPINAT,СОТЕ ИЗ ШПИНАТА,0,0,0,0
1159,ISPANAK SOUFFLE,SPINACH SOUFFLE,SPINAT-SOUFFLE,СУФЛЕ ИЗ ШПИНАТА,0,0,0,0
1160,ISPANAK VE BALIK HAŞLAMA,BOILED FISH AND SPINACH,KOCHFISCH UND SPINAT,ВАРЕНАЯ РЫБА СО ШПИНАТОМ,0,0,0,0
1161,ISPANAKLI BÖREK,TURKISH PASTRY WITH SPINACH, 'BÖREK' MIT SPINAT,СЛОЕННЫЕ ПИРОЖКИ СО ШПИНАТОМ,0,0,0,0
1162,ISPANAKLI DANA VENDON,BEEF VENDON WITH SPINACH,RINDER-VENDON MIT SPINAT,"ГОВЯДИНА ""ВЕНДОН"" СО ШПИНАТОМ",0,0,0,0
1163,ISPANAKLI DOMATES ÇORBASI,TOMATO SOUP WITH SPINACH,TOMATEN-SUPPE MIT SPINAT,ТОМАТНЫЙ СУП СО ШПИНАТОМ,0,0,0,0
1164,ISPANAKLI ERİŞTE SOTE (UYKULUK İLE),SAUTEED LAMB AND SPINACH,SAUTIERTES LAMM MIT SPINAT,СОТЕ ИЗ ЯГНЕНКА И ШПИНАТА,0,0,0,0
1165,ISPANAKLI GÜL BÖREĞİ,TURKISH PASTRY WITH SPINACH, 'BÖREK' MIT SPINAT,СЛОЕННЫЕ ПИРОЖКИ СО ШПИНАТОМ,0,0,0,0
1166,ISPANAKLI KARADENİZ PİDESİ,TRADITIONAL TURKISH FLAT BREAD FROM BLACK SEA (WITH SPINACH), 'PIDE' DES SCHWARZEN MEERES MIT SPINAT,ПИДЕ СО ШПИНАТОМ,0,0,0,0
1167,İSTANBUL PİLAVI,ISTANBUL RICE,REIS 'ISTANBUL',СТАМБУЛЬСКИЙ ПЛОВ,0,0,0,0
1168,İSTANBUL PİYAZI,,,СТАМБУЛЬСКАЯ ЗАКУСКА С ФАСОЛЬЮ,0,0,0,0
1169,İŞKEMBE ÇORBASI,TRIPE SOUP,KUTTEL-SUPPE,СУП ИЗ ТРЕБУХИ,0,0,0,0
1170,İTALYA SALAT,ITALIAN SALAD,ITALIENISCHER SALAT,ИТАЛЬЯНСКИЙ САЛАТ,0,0,0,0
1171,IZGARA KÖFTE,GRILLED MEATBALLS, 'KÖFTE' VOM GRILL,КОТЛЕТЫ   ,0,0,0,0
1172,JANBONA SARILI AMERİKAN SALAT,AMERİCAN SALAD WITH HAM,AMERIKANISCHER SALAT IN SCHINKEN,АМЕРИКАНСКИЙ САЛАТ С ВЕТЧИНОЙ,0,0,0,0
1173,JANBONA SARILI KUŞKONMAZ,ASPARAGUS IN HAM,SPARGEL IN SCHINKEN,  СПАРЖА С ВЕТЧИНОЙ,0,0,0,0
1174,JANBONLU ISPANAK SALAT,SPINACH SALAD WITH HAM,SALAT AUS SCHINKEN UND SPINAT,ШПИНАТОВЫЙ САЛАТ С ВЕТЧИНОЙ,0,0,0,0
1175,JANBONLU PANDISPANYA SARMA,PASTRY FILLED WITH HAM,,ПОНЧИК С ВЕТЧИНОЙ,0,0,0,0
1176,JÖLELİ TERBİYELİ KARİDES,JELLIED SHRIMPS,SHRIMPS,КРИВЕТКИ,0,0,0,0
1177,JÜLYEN SEBZELİ KARİDES SALAT,SHRIMP SALAD WITH JULIENNE VEGETABLES,SHRIMPS-SALAT MIT GEMÜSE,КРИВЕТОЧНЫЙ САЛАТ С ОВОЩАМИ,0,0,0,0
1178,JÜLYEN SEBZELİ SPAGETTİ,SPAGHETTI WITH JULIENNE VEGETABLES,SPAGHETTI MIT GEMÜSE,СПАГЕТТИ С ОВОЩАМИ,0,0,0,0
1179,KABAK BAYILDI,FILLED COURGETTES,ZUCCHINI MIT ZWIEBELN,ФАРШИРОВАННЫЕ КАБАЧКИ,0,0,0,0
1180,KABAK DOLMA,STUFFED COURGETTES,GEFÜLLTE ZUCCHINI,КАБАЧКОВАЯ ДОЛМА,0,0,0,0
1181,KABAK HAVUÇ BUKETİ,BOUQUET OF CARROTS AND COURGETTES,BOUQUET AUS MÖHREN UND ZUCCHINI,БУКЕТ ИЗ МОРКОВИ И КАБАЧКОВ,0,0,0,0
1182,KABAK MARİNATLI,MARINATED COURGETTES,ZUCCHINI IN MARINADE,МАРИНОВАННЫЕ КАБАЧКИ,0,0,0,0
1183,KABAK MUCVER,COURGETTE PATE,ZUCCHINI,КАБАЧКИ,0,0,0,0
1184,PATLICAN IZGARA,GRILLED AUBERGINES,AUBERGINEN VOM GRILL,БАКЛАЖАНЫ НА ГРИЛЕ,0,0,0,0
1185,KABAK SALATA,COURGETTE SALAD,ZUCCHINI-SALAT,САЛАТ ИЗ КАБАЧКОВ,0,0,0,0
1186,KABAK ŞAKŞUKA,COURGETTES WITH TOMATO SAUCE,ZUCCHINI MIT TOMATEN-SOSSE,КАБАЧКИ В ТОМАТНОМ СОУСЕ,0,0,0,0
1187,KABAK TAVA,FRIED COURGETTES,ZUCCHINI,БЛЮДО ИЗ КАБАЧКОВ,0,0,0,0
1188,KABAK'DAN ALİNAZİK,"COURGETTES ""ALI NAZIK"" STYLE",ZUCCHINI 'ALI NAZIK',"""АЛИНАЗИК"" ИЗ КАБАЧКОВ",0,0,0,0
1189,KADINBUDU KÖFTE,MEAT BALLS WITH RICE,FRIKADELLEN MIT REIS,ФРИКАДЕЛЬКИ С РИСОМ,0,0,0,0
1190,KALAMAR DOLMA,STUFFED SQUID,GEFÜLLTE KALAMARIES,ФАРШИРОВАННЫЕ КАЛЬМАРЫ,0,0,0,0
1191,KALAMAR SALATASI,SQUID SALAD,KALAMAR-SALAT,САЛАТ ИЗ КАЛЬМАРОВ,0,0,0,0
1192,KALBURA BASTI,,,ДЕСЕРТ,0,0,0,0
1193,KALKAN BALIĞI,TURBOT,STEINBUTT,РЫБА ПАЛТУС,0,0,0,0
1194,KANAT IZGARA,GRILLED CHICKEN WINGS,HÜHNCHEN-FLÜGEL VOM GRILL,КУРИНЫЕ КРЫЛЫШКИ  НА ГРИЛЕ ,0,0,0,0
1195,KARABİBER,BLACK PEPPER,SCHWARZER PFEFFER,ЧЕРНЫЙ ПЕРЕЦ,0,0,0,0
1196,KARADENİZ PİDESİ (PATATESLİ),TRADITIONAL TURKISH FLAT BREAD FROM BLACK SEA (WITH POTATOES), 'PIDE' DES SCHWARZEN MEERES (MIT KARTOFFELN),КАРТОФЕЛЬНАЯ ПИЦЦА,0,0,0,0
1197,KARAŞİMŞEK,GREEN LENTILS,GRÜNE LINSEN,БЛЮДО ИЗ ЗЕЛЕННОЙ ЧЕЧЕВИЦЫ,0,0,0,0
1198,KARİDES KOKTEYL,SHRIMP COCKTAIL,SHRIMPS COCKTAIL,КРЕВЕТОЧНЫЙ КОКТЕЙЛЬ ,0,0,0,0
1199,KARİDES PİLAKİ,PILAKI OF SHRIMPS (WITH OLIVE OIL),SHRIMPS PILAKI (MIT OLIVEN-ÖL),ПИЛАКИ ИЗ КРЕВЕТОК (СО СЛИВОЧНЫМ МАСЛОМ),0,0,0,0
1200,KARİDES SALAT,SHRIMP SALAD,SHRIMPS-SALAT,САЛАТ ИЗ КРЕВЕТОК ,0,0,0,0
1201,KARİDESLİ PİLAV SALAT,RICE SALAD WITH SHRIMPS,SALAT AUS REIS UND SHRIMPS,РИСОВЫЙ САЛАТ С КРЕВЕТКАМИ,0,0,0,0
1202,KARIŞIK KIZARTMA,MIXED STEW,VERMİSCHT BRATEN,ТУШЕНОЕ МЯСО,0,0,0,0
1203,KARIŞIK PİDE,TURKISH FLAT BREAD WITH MIXED TOPPING,GEMISCHTE 'PIDE',ПИЦЦА,0,0,0,0
1204,KARIŞIK SEBZE,MIXED VEGETABLES,MISCH-GEMÜSE,ОВОЩНОЙ АССОРТИМЕНТ,0,0,0,0
1205,KARIŞIK SEBZE HAŞLAMA,BOILED VEGETABLES,GEKOCHTES GEMÜSE,ОТВАРНЫЕ ОВОЩИ,0,0,0,0
1206,KARIŞIK SEBZE SOTE,SAUTEED MIXED VEGETABLES,SAUTIERTES MISCHGEMÜSE,РАГУ ИЗ СМЕШАННЫХ ОВОЩЕЙ,0,0,0,0
1207,KARNABAHAR,CAULIFLOWER,BLUMENKOHL,ЦВЕТНАЯ КАПУСТА  ,0,0,0,0
1208,KARNABAHAR ÇORBASI,CAULIFLOWER SOUP,BLUMENKOHL-SUPPE,СУП ИЗ ЦВЕТНОЙ КАПУСТЫ,0,0,0,0
1209,KARNABAHAR ÇORBASI (KREMALI),CREAM OF CAULIFLOWER SOUP,BLUMENKOHL-CRÈME-SUPPE,СУП ИЗ ЦВЕТНОЙ КАПУСТЫ ( СО СЛИВКАМИ),0,0,0,0
1210,KARNABAHAR GRATEN,CAULIFLOWER GRATIN,GRATINIERTER BLUMENKOHL,ГРАТИН ИЗ ЦВЕТНОЙ КАПУСТЫ,0,0,0,0
1211,KARNABAHAR HAŞLAMA,BOILED CAULIFLOWER,GEKOCHTER BLUMENKOHL,ОТВАРНАЯ ЦВЕТНАЯ КАПУСТА,0,0,0,0
1212,KARNABAHAR KIZARTMA,FRIED CAULIFLOWER,BLUMENKOHL,ЖАРЕНАЯ ЦВЕТНАЯ КАПУСТА,0,0,0,0
1213,KARNABAHAR SALAT,CAULIFLOWER SALAD,BLUMENKOHL-SALAT,САЛАТ ИЗ ЦВЕТНОЙ КАПУСТЫ,0,0,0,0
1214,KASAP KÖFTE,BUTCHER'S MEAT BALLS, 'FLEISCHER'-KÖFTE,"КОТЛЕТЫ , МЯСНЫЕ",0,0,0,0
1215,KAŞARLI KÖFTE,MEAT BALLS WITH CHEESE, 'KÖFTE' MIT KÄSE,СЫРНЫЕ КОТЛЕТЫ,0,0,0,0
1216,KAŞARLI PİDE,TURKISH FLAT BREAD WITH CHEESE, 'PIDE' MIT KÄSE,ПИЦЦА С СЫРОМ,0,0,0,0
1217,KAŞARLI TAVUK ROULADE,ROULADE OF CHICKEN WITH CHEESE,HÜHNCHEN-ROULADE MIT 'KASAR'-KÄSE,"КУРИННЫЙ РУЛЕТ С СЫРОМ ""КАШАР""",0,0,0,0
1218,ROASTBEEF,ROAST BEEF,ROASTBEEF,РОСТБИФ,0,0,0,0
1219,KAVUNA SARILI JANBON,SWEET MELON WITH HAM,MELONE IN SCHINKEN,ДЫНЯ С ВЕТЧИНОЙ,0,0,0,0
1220,KAYISI TATLISI,DESSERT OF APRICOTS,APRIKOSEN-DESSERT,ДЕССЕРТ ИЗ АБРИКОСОВ,0,0,0,0
1221,KAZANDİBİ,MILK DESSERT,MILCH-DESSERT,МОЛОЧНЫЙ ДЕССЕРТ,0,0,0,0
1222,KEKİK,THYME,THYMIAN,ЧАБРЕЦ,0,0,0,0
1223,KEKİKLİ KÜP PEYNİR SALAT,CHEESE SALAD WITH THYME,KÄSE-SALAT MIT THYMIAN,СЫРНЫЙ САЛАТ С ЧАБРЕЦОМ,0,0,0,0
1224,KELEK SALATASI,SALAD OF SWEET MELON,SALAT AUS SÜSSER UNREIFER MELONE,САЛАТ ИЗ СЛАДКОЙ ДЫНИ,0,0,0,0
1225,KEMALPAŞA,DESSERT 'KEMAL PASHA',DESSERT 'KEMAL PASCHA',"ДЕССЕРТ ""КЕМАЛ ПАША""",0,0,0,0
1226,KEMİK SUYU,CONSOMME,BRÜHE,МЯСНОЙ БУЛЬОН,0,0,0,0
1227,KEREVİZ,CELERY,SELLERIE,СЕЛЬДЕРЕЙ,0,0,0,0
1228,KEREVİZ BÖRÜLCE,VIGNA BEANS WITH CELERY,VIGNA-BOHNEN MIT SELLERIE,ФАСОЛЬ С СЕЛЬДЕРЕЕМ,0,0,0,0
1229,KEREVİZ SALAT,CELERY SALAD,SELLERIE-SALAT,САЛАТ ИЗ СЕЛЬДЕРЕЯ,0,0,0,0
1230,KILIÇ BALIĞI,SWORD FISH,SCHWERTFISCH,РЫБА-МЕЧ,0,0,0,0
1231,KILIÇ IZGARA,GRILLED SWORDFISH,GEGRILLTER SCHWERTFISCH,ЖАРЕНАЯ РЫБА-МЕЧ,0,0,0,0
1232,KİMYON,CUMIN,KÜMMEL,ТМИН,0,0,0,0
1233,KIRLANGIÇ BALIĞI,RED SNAPPER,ROTER KNURRHAHN,РЫБНОЕ БЛЮДО,0,0,0,0
1234,KIRMIZI LAHANA SALAT,RED CABBAGE SALAD,ROTKOHL-SALAT,САЛАТ ИЗ КРАСНОЙ КАПУСТЫ,0,0,0,0
1235,KIRMIZI LAHANA ÜZERİNDE BILDIRCIN,QUAIL ON A BED OF RED CABBAGE,WACHTELN AUF ROTKOHL,ПЕРЕПЕЛКА С КРАСНОЙ КАПУСТОЙ,0,0,0,0
1236,KIRMIZI ŞARAP SOSU,RED WINE SAUCE,ROTWEIN-SOSSE,СОУС ИЗ КРАСНОГО ВИНА,0,0,0,0
1237,KIRMIZI TOZ BİBER,RED PEPPER,ROTER PFEFFER,КРАСНЫЙ ПЕРЕЦ,0,0,0,0
1238,KISIR,"CRACKED WHEAT, SALAD VEGETABLES AND OLIVE OIL",NATIONALES GERICHT AUS GETREIDE,БЛЮДО ИЗ ПШЕНИЦЫ,0,0,0,0
1239,KİWESKİ,RUSSIAN CHICKEN MEAL,RUSSISCHES GERICHT AUS HUHN,РУССКОЕ КУРИННОЕ БЛЮДО,0,0,0,0
1240,KIYMADAN PATATES DOLMA,POTATOES STUFFED WITH MINCED MEAT,MIT HACKFLEISCH GEFÜLLTE KARTOFFELN,ФАРШИРОВАННАЯ КАРТОШКА ,0,0,0,0
1241,KIYMALI ARAKA,MARROW FAT PEAS WITH MINCED MEAT,ERBSEN MIT HACKFLEISCH,ФАРШИРОВАННАЯ АРАКА,0,0,0,0
1242,KIYMALI KARNABAHAR,CAULIFLOWER WITH MINCED MEAT,BLUMENKOHL MIT HACKFLEISCH,ФАРШИРОВАННАЯ КАПУСТА ,0,0,0,0
1243,KIYMALI NOHUT,CHICKPEAS WITH MINCED MEAT,KICHERERBSEN MIT HACKFLEISCH,ГОРОХ С ФАРШЕМ,0,0,0,0
1244,KIYMALI PİDE,TURKISH FLAT BREAD WITH MINCED MEAT TOPPING, 'PIDE' MIT HACKFLEISCH,ПИДЕ С ФАРШЕМ,0,0,0,0
1245,KIYMALI TEPSİ BÖREĞİ,TURKISH PASTRY WITH MINCED MEAT, 'BÖREK' MIT HACKFLEISCH,СЛОЕНЫЕ ПИРОЖКИ С ФАРШЕМ,0,0,0,0
1246,KOKTEYL SOS,COCKTAIL SAUCE,COCKTAIL-SOSSE,СОУС  - КОКТЕЛЬ,0,0,0,0
1247,KOKTEYL SOSLU KARİDES,SHRIMPS IN COCKTAIL SAUCE,SHRIMPS IN COCKTAIL-SOSSE,КРЕВЕТКИ С СОУСОМ ,0,0,0,0
1248,KOKTEYL SOSLU KARNABAHAR,CAULIFLOWER WITH COCKTAIL SAUCE,BLUMENKOHL MIT COCKTAIL-SOSSE,ЦВЕТНАЯ КАПУСТА В СОУСЕ   ,0,0,0,0
1249,KOKTEYL SOSLU YUMURTA,EGGS WITH COCKTAIL SAUCE,EIER IN COCKTAIL-SOSSE,ЯЙЦА С СОУСОМ,0,0,0,0
1250,KOKTEYL SOSU,COCKTAIL SAUCE,COCKTAIL-SOSSE,СОУС - КОКТЕЛЬ,0,0,0,0
1251,KOL BÖREĞİ,TURKISH PASTRY,,ТУР.БЕРЕК,0,0,0,0
